CustomerID, OrderValue, Date, TransactionID, ProductID, Quantity
0, 400, 2012-05-14, 0, 1060500606, 1
1, 400, 2012-06-19, 1, 1060500606, 1
2, 1000, 2012-06-07, 2, 1060500602, 1
3, 250, 2012-07-12, 3, 1060500604, 1
3, 250, 2012-07-12, 3, 1060500599, 1
4, 400, 2012-07-13, 4, 1060500606, 1
5, 2150, 2012-07-09, 5, 1060500598, 1
5, 2150, 2012-07-09, 5, 1060500604, 1
6, 1000, 2012-07-29, 6, 1060500602, 1
7, 300, 2012-07-27, 7, 1060500604, 1
8, 300, 2012-06-06, 8, 1060500604, 1
9, 400, 2012-07-06, 9, 1060500606, 1
10, 1000, 2012-07-27, 10, 1060500602, 1
11, 1000, 2012-07-17, 11, 1060500601, 1
12, 600, 2012-06-08, 12, 1060500603, 1
12, 600, 2012-06-08, 12, 1060500606, 1
13, 600, 2012-06-26, 13, 1060500603, 1
13, 600, 2012-06-26, 13, 1060500606, 1
14, 1000, 2012-07-13, 14, 1060500602, 1
15, 250, 2012-07-11, 15, 1060500604, 1
15, 250, 2012-07-11, 15, 1060500599, 1
16, 400, 2012-07-29, 16, 1060500606, 1
17, 8000, 2012-07-29, 17, 1060500596, 1
18, 250, 2012-07-28, 18, 1060500604, 1
18, 250, 2012-07-28, 18, 1060500599, 1
19, 400, 2012-07-12, 19, 1060500606, 1
20, 600, 2012-07-27, 20, 1060500603, 1
20, 600, 2012-07-27, 20, 1060500606, 1
21, 2150, 2012-07-25, 21, 1060500598, 1
21, 2150, 2012-07-25, 21, 1060500604, 1
22, 1600, 2012-07-26, 22, 1060500597, 1
22, 1600, 2012-07-26, 22, 1060500599, 1
23, 2150, 2012-07-29, 23, 1060500598, 1
23, 2150, 2012-07-29, 23, 1060500604, 1
24, 400, 2012-06-05, 24, 1060500606, 1
25, 400, 2012-07-27, 25, 1060500606, 1
26, 1500, 2012-06-06, 26, 1060500595, 1
26, 1500, 2012-06-06, 26, 1060500603, 1
27, 1600, 2012-07-13, 27, 1060500597, 1
27, 1600, 2012-07-13, 27, 1060500599, 1
28, 1000, 2012-07-11, 28, 1060500601, 1
29, 400, 2012-06-16, 29, 1060500606, 1
30, 1500, 2012-06-08, 30, 1060500595, 1
30, 1500, 2012-06-08, 30, 1060500603, 1
31, 300, 2012-07-20, 31, 1060500604, 1
32, 1600, 2012-07-12, 32, 1060500597, 1
32, 1600, 2012-07-12, 32, 1060500599, 1
33, 600, 2012-07-28, 33, 1060500603, 1
33, 600, 2012-07-28, 33, 1060500606, 1
34, 1500, 2012-07-11, 34, 1060500595, 1
34, 1500, 2012-07-11, 34, 1060500603, 1
35, 600, 2012-07-07, 35, 1060500603, 1
35, 600, 2012-07-07, 35, 1060500606, 1
36, 400, 2012-07-12, 36, 1060500606, 1
37, 1500, 2012-07-11, 37, 1060500595, 1
37, 1500, 2012-07-11, 37, 1060500603, 1
38, 2100, 2012-07-28, 38, 1060500597, 1
38, 2100, 2012-07-28, 38, 1060500604, 1
38, 2100, 2012-07-28, 38, 1060500600, 1
39, 1500, 2012-07-22, 39, 1060500595, 1
39, 1500, 2012-07-22, 39, 1060500603, 1
40, 1000, 2012-07-11, 40, 1060500602, 1
41, 1000, 2012-07-11, 41, 1060500601, 1
42, 2150, 2012-07-13, 42, 1060500598, 1
42, 2150, 2012-07-13, 42, 1060500604, 1
43, 2150, 2012-07-12, 43, 1060500598, 1
43, 2150, 2012-07-12, 43, 1060500604, 1
44, 250, 2012-07-29, 44, 1060500604, 1
44, 250, 2012-07-29, 44, 1060500599, 1
45, 400, 2012-07-30, 45, 1060500606, 1
46, 400, 2012-07-14, 46, 1060500606, 1
47, 250, 2012-07-11, 47, 1060500604, 1
47, 250, 2012-07-11, 47, 1060500599, 1
48, 2000, 2012-07-30, 48, 1060500600, 1
48, 2000, 2012-07-30, 48, 1060500602, 1
49, 2000, 2012-07-27, 49, 1060500600, 1
49, 2000, 2012-07-27, 49, 1060500602, 1
50, 300, 2012-07-11, 50, 1060500604, 1
51, 250, 2012-07-12, 51, 1060500604, 1
51, 250, 2012-07-12, 51, 1060500599, 1
52, 300, 2012-07-11, 52, 1060500604, 1
53, 400, 2012-07-12, 53, 1060500606, 1
54, 1000, 2012-06-20, 54, 1060500601, 1
55, 600, 2012-06-07, 55, 1060500603, 1
55, 600, 2012-06-07, 55, 1060500606, 1
56, 1600, 2012-07-14, 56, 1060500597, 1
56, 1600, 2012-07-14, 56, 1060500599, 1
57, 2000, 2012-07-19, 57, 1060500600, 1
57, 2000, 2012-07-19, 57, 1060500602, 1
58, 8000, 2012-07-13, 58, 1060500596, 1
59, 2100, 2012-07-12, 59, 1060500597, 1
59, 2100, 2012-07-12, 59, 1060500604, 1
59, 2100, 2012-07-12, 59, 1060500600, 1
60, 2150, 2012-07-28, 60, 1060500598, 1
60, 2150, 2012-07-28, 60, 1060500604, 1
61, 2100, 2012-07-30, 61, 1060500597, 1
61, 2100, 2012-07-30, 61, 1060500604, 1
61, 2100, 2012-07-30, 61, 1060500600, 1
62, 2000, 2012-05-26, 62, 1060500600, 1
62, 2000, 2012-05-26, 62, 1060500602, 1
63, 2000, 2012-06-16, 63, 1060500600, 1
63, 2000, 2012-06-16, 63, 1060500602, 1
64, 250, 2012-05-22, 64, 1060500604, 1
64, 250, 2012-05-22, 64, 1060500599, 1
65, 300, 2012-06-18, 65, 1060500604, 1
66, 1000, 2012-06-08, 66, 1060500602, 1
67, 1000, 2012-05-19, 67, 1060500602, 1
68, 1500, 2012-07-11, 68, 1060500595, 1
68, 1500, 2012-07-11, 68, 1060500603, 1
69, 1600, 2012-07-12, 69, 1060500597, 1
69, 1600, 2012-07-12, 69, 1060500599, 1
70, 1000, 2012-07-11, 70, 1060500602, 1
71, 600, 2012-07-13, 71, 1060500603, 1
71, 600, 2012-07-13, 71, 1060500606, 1
72, 250, 2012-07-13, 72, 1060500604, 1
72, 250, 2012-07-13, 72, 1060500599, 1
73, 250, 2012-07-12, 73, 1060500604, 1
73, 250, 2012-07-12, 73, 1060500599, 1
74, 600, 2012-07-22, 74, 1060500603, 1
74, 600, 2012-07-22, 74, 1060500606, 1
75, 600, 2012-07-06, 75, 1060500603, 1
75, 600, 2012-07-06, 75, 1060500606, 1
76, 400, 2012-07-14, 76, 1060500606, 1
77, 250, 2012-07-12, 77, 1060500604, 1
77, 250, 2012-07-12, 77, 1060500599, 1
78, 1600, 2012-05-26, 78, 1060500597, 1
78, 1600, 2012-05-26, 78, 1060500599, 1
79, 1500, 2012-06-12, 79, 1060500595, 1
79, 1500, 2012-06-12, 79, 1060500603, 1
80, 250, 2012-07-28, 80, 1060500604, 1
80, 250, 2012-07-28, 80, 1060500599, 1
81, 300, 2012-07-28, 81, 1060500604, 1
82, 250, 2012-07-30, 82, 1060500604, 1
82, 250, 2012-07-30, 82, 1060500599, 1
83, 300, 2012-07-28, 83, 1060500604, 1
84, 1000, 2012-07-13, 84, 1060500601, 1
85, 1000, 2012-07-18, 85, 1060500601, 1
86, 600, 2012-07-11, 86, 1060500603, 1
86, 600, 2012-07-11, 86, 1060500606, 1
87, 600, 2012-07-13, 87, 1060500603, 1
87, 600, 2012-07-13, 87, 1060500606, 1
88, 400, 2012-07-13, 88, 1060500606, 1
89, 250, 2012-07-13, 89, 1060500604, 1
89, 250, 2012-07-13, 89, 1060500599, 1
90, 300, 2012-07-09, 90, 1060500604, 1
